user_score;publisher;title;genre;score;release
8.5;Gathering;Age of Wonders: Shadow Magic;Strategy,Turn-Based,Fantasy,Fantasy;82;Jul 25, 2003
5.5;Snail Games;Age of Wushu;Role-Playing,MassivelyMultiplayerOnline,Fantasy,Fantasy;74;Apr 23, 2013
;Snail Games;Age of Wushu: Legends of Mount Hua;Role-Playing,MassivelyMultiplayerOnline,Fantasy,Fantasy;;Aug 8, 2013
;;Agent Awesome;;;Feb 17, 2015
7.1;Take-Two Interactive;AGEOD's American Civil War: 1861-1865 - The Blue and the Gray;Strategy,Turn-Based,Historic,Historic;63;Jan 28, 2008
;;Aggression: Reign over Europe;;;Mar 25, 2008
;Virgin Interactive;Agile Warrior F-111X;Simulation,Flight,ModernJet,ModernJet;;Nov 30, 1996
;Take-Two Interactive;AGON: The Mysterious Codex;Adventure,Modern,Third-Person,Modern;73;Mar 16, 2006
5.8;;Agricultural Simulator 2011: Extended Edition;;;Oct 12, 2010
;;Agricultural Simulator 2012;;;Apr 17, 2015
3.2;;Agricultural Simulator 2013;;;Jun 7, 2013
;;Agricultural Simulator: Historical Farming;;;May 25, 2012
;Electronic Arts;AH-64D Longbow;Simulation,Flight,Helicopter,Helicopter;;May 31, 1996
;;Ahriman's Prophecy;;;Dec 5, 2005
;GT Interactive;AHx-1;Simulation,Flight,Helicopter,Helicopter;;Oct 31, 1997
;;AI Infinite;;;May 11, 2014
8.2;;AI War: Ancient Shadows;;;Oct 19, 2012
;;AI War: Children of Neinzul;;;Oct 27, 2010
;;AI War: Destroyer of Worlds;;;Aug 18, 2014
8.5;;AI War: Fleet Command;;80;May 14, 2009
;;AI War: Light of the Spire;;;Jan 27, 2011
;;AI War: The Zenith Remnant;;;Jan 13, 2010
;;AI War: Vengeance Of The Machine;;;Jun 18, 2013
;;Ai Yori Aoshi;;;Sep 26, 2005
7.9;Gala-Net;Aika Online;Role-Playing,MassivelyMultiplayerOnline,Fantasy;;Mar 16, 2010
6.6;NCSOFT;Aion;Role-Playing,MassivelyMultiplayerOnline,Fantasy,Fantasy,MassivelyMultiplayer;76;Sep 22, 2009
8.1;;Aion 2.5: Empyrean Calling;;;May 25, 2011
;;Aion: Ascension 3.5;;;Oct 10, 2012
7.8;;Aion: Assault on Balaurea;;;Sep 7, 2010
8.5;;Aion: Steel Cavalry;;;Jan 29, 2014
;;Aion: Upheaval;;;Jun 17, 2015
;;Aiport Firefighter Simulator 2013;;;Dec 4, 2013
;;Air Aces: Pacific;;;Jun 30, 2011
7.6;Wild Hare Entertainment;Air Battles: Sky Defender;Simulation,Flight,WWII,WWII;;Mar 15, 2007
;;Air Brawl;;;Jun 2, 2015
;;Air Command 3.0;;70;May 14, 2001
4.7;;Air Conflicts: Pacific Carriers;;;Sep 21, 2012
6.7;;Air Conflicts: Secret Wars;;65;Aug 30, 2011
2.6;;Air Conflicts: Vietnam;;43;Oct 2, 2013
1.5;;Air Control;;;May 2, 2014
6.2;;Air Forte;;;Sep 29, 2010
;;Air Guardians;;;Jan 28, 2015
;Summitsoft Entertainment;Air Offensive: Art of Flying;Simulation,Sci-Fi,FuturisticJet,FuturisticJet;;Mar 4, 2003
;Mindscape Inc.;Air Power: Battle in the Skies;Simulation,Flight,OldJet;;Jan 31, 1996
7.1;Big City Games;Air Raid: This Is Not a Drill!;Action,Shooter,First-Person,Historic,Shooter,Historic;39;Jun 18, 2003
;;Air Warrior II;;;Feb 28, 1997
;Interactive Magic;Air Warrior III;Simulation,Flight,WWII,WWII;;Nov 30, 1997
6.9;Matrix Games;Airborne Assault: Conquest of the Aegean;Strategy,Wargame,Real-Time;78;Jun 9, 2006
6.1;Matrix Games;Airborne Assault: Highway to the Reich;Strategy,Wargame,Real-Time;81;Dec 10, 2003
7.4;Battlefront.com;Airborne Assault: Red Devils Over Arnhem;Strategy,Wargame,Turn-Based;82;Jun 17, 2002
;;Airborne Racing;;;Aug 17, 2014
6.8;;AirBuccaneers;;74;Dec 5, 2012
;;Aircraft Power Pack;;;Nov 21, 2006
;Tri Synergy;Aircraft PowerPack II;Simulation,Flight,ModernJet,ModernJet,Combat;;Oct 1, 2007
8.2;EON Digital Entertainment;Airfix Dogfighter;Simulation,Flight,ModernJet,ModernJet;75;Jan 14, 2000
8.0;Monte Cristo Multimedia;Airline Tycoon;Strategy,Tycoon,Tycoon;;Jan 22, 2001
5.5;Kalypso;Airline Tycoon 2;Strategy,Tycoon,Tycoon;57;Oct 11, 2011
;;Airline Tycoon 2 Gold Edition;;;Feb 22, 2013
;;Airline Tycoon 2: Falcon Lines;;;Jun 13, 2012
;;Airline Tycoon Deluxe;;;Nov 14, 2014
8.5;Strategy First;Airline Tycoon Evolution;Strategy,Tycoon,Tycoon;;Sep 18, 2002
;;Airlines 2;;;Oct 2, 2002
8.2;Carbon Games;AirMech;Action,General,General;;Nov 8, 2012
;;Airport 2000 Volume 3 for Microsoft Flight Simulator 2000;;;Nov 30, 2000
;;Airport Firefighters - The Simulation;;;May 13, 2015
;;Airport Madness 4;;;Jul 24, 2015
;;Airport Madness: Time Machine;;;Sep 18, 2015
;;Airport Madness: World Edition;;;May 28, 2015
;;Airport Mania 2: Wild Trips;;;Jan 12, 2011
;;Airport Mania: First Flight;;;Apr 14, 2008
2.4;;Airport Simulator 2014;;;Dec 19, 2013
;;Airport Simulator 2015;;;Apr 22, 2015
;;Airport Tycoon;;;Apr 25, 2000
4.9;Global Star Software;Airport Tycoon 2;Strategy,Tycoon,Tycoon;32;Feb 26, 2003
4.6;Global Star Software;Airport Tycoon 3;Strategy,Tycoon,Tycoon;46;Oct 30, 2003
5.6;;Airscape: The Fall of Gravity;;71;Aug 11, 2015
;;Airship Dragoon;;;Aug 26, 2014
;;Airships;;;Apr 18, 2014
;;Airsoft Indie;;;Oct 11, 2014
;;Airstrike Eagles of World War II;;;Apr 29, 2010
;;Airstrike II: Gulf Thunder;;;Feb 11, 2005
4.3;;Akane the Kunoichi;;;May 2, 2014
6.5;;Akaneiro: Demon Hunters;;53;Jan 24, 2013
;;Akiba's Trip: Undead & Undressed;;;May 26, 2015
;Global Star Software;Akimbo: Kung-Fu Hero;Action,Platformer,2D,Platformer,2D;;Jul 31, 2001
;;Akuma: Demon Spawn;;;Oct 19, 1999
8.2;;Al Emmo and the Lost Dutchman's Mine;;77;Sep 6, 2006
;;Al Emmo's Postcards from Anozira;;;Jun 2, 2015
;;Alabama Smith in the Quest of Fate;;;Oct 8, 2009
;;Alabama Smith: Escape from Pompeii;;;Dec 4, 2008
8.0;Remedy Entertainment;Alan Wake;ActionAdventure,Modern,Horror,Horror,Survival;83;Feb 16, 2012
6.7;Remedy Entertainment;Alan Wake's American Nightmare;ActionAdventure,Modern,General,Modern,Linear;73;May 22, 2012
;;Alarameth TD;;;Jun 23, 2015
7.1;;Albedo: Eyes from Outer Space;;66;Apr 10, 2015
;;Albert and Otto - The Adventure Begins;;;Oct 28, 2015
8.1;;Albino Lullaby;;;Sep 15, 2015
;;Albino Lullaby: Episode 1;;63;Sep 15, 2015
8.5;Blue Byte;Albion;Role-Playing,General,General;;Aug 31, 1996
;;Alcarys Complex;;;Dec 3, 2012
;City Interactive;Alcatraz (2010);Action,Shooter,First-Person,Modern;;Jun 27, 2010
;;Alcatraz: Prison Escape;;;Nov 23, 2001
;;Alchemia;;;Sep 7, 2009
;;Alchemist Wizard;;;Aug 14, 2003
;;Alchemist's Apprentice;;;Apr 1, 2008
;;Alchemy;;;Dec 30, 2005
;;Alchemy Deluxe;;;Aug 29, 2001
;;Alchemy Mysteries: Prague Legends;;;Dec 22, 2014
;;Alco Invaders;;;Jun 12, 2014
4.9;;Alea Jacta Est;;;Nov 4, 2014
;Big Fish Games;Alex Gordon;Action,General,General;;Jul 6, 2008
;;Alex Hunter: Lord of the Mind;;;Dec 3, 2013
;;Alex Kidd in the Enchanted Castle;;;Sep 13, 2010
6.1;Ubisoft;Alexander;Strategy,Real-Time,Historic,Historic;56;Nov 23, 2004
;;Alexey's Dwice;;;Dec 18, 2006
;;Alexia Crow and The Cave of Heroes;;;May 4, 2015
6.2;Ubisoft;Alfred Hitchcock presents The Final Cut;ActionAdventure,Modern,Modern;50;Mar 31, 2002
0.4;Quest Online, Inc.;Alganon;Role-Playing,MassivelyMultiplayerOnline,Fantasy,MassivelyMultiplayer;;Mar 1, 2010
7.3;Acclaim;Alias;ActionAdventure,Modern,Modern;55;Jun 14, 2004
;;Alice Greenfingers;;;Aug 22, 2008
;;Alice Greenfingers 2;;;Nov 12, 2008
6.1;Disney Interactive Studios;Alice in Wonderland;Action,General,ActionAdventure,Fantasy;63;Mar 2, 2010
;PoBros Inc.;Alice's Magical Mahjong;Miscellaneous,Puzzle,General,General,Puzzle;;Jul 14, 2008
;;Alice's Mom's Rescue;;;Sep 3, 2015
8.4;Electronic Arts, _No Company;Alice: Madness Returns;ActionAdventure,Adventure,General,Horror,Horror,Survival;75;Jun 14, 2011
;;Alien Arena;;;Mar 13, 2011
;COR Entertainment;Alien Arena 2006;Action,Shooter,First-Person,Sci-Fi;;Oct 31, 2005
6.0;Strategy First;Alien Blast: The Encounter;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;41;Feb 9, 2004
5.8;Team 17;Alien Breed 2: Assault;Action,Shooter,Sci-Fi,Third-Person,Fantasy,Shooter;63;Sep 22, 2010
5.1;Team 17;Alien Breed 3: Descent;Action,Shooter,Sci-Fi,Third-Person,Sci-Fi,Shooter;64;Nov 17, 2010
6.4;;Alien Breed: Impact;;64;Jun 3, 2010
;;Alien Disco Safari;;;Mar 27, 2007
;;Alien Dominion: The Acronian Encounter;;;Apr 5, 2010
;;Alien Earth;;;Jul 21, 1998
6.2;;Alien Hallway;;;Dec 14, 2010
6.9;CI Games;Alien Rage;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;52;Sep 24, 2013
;;Alien Robot Monsters;;;Sep 9, 2015
6.3;;Alien Shooter;;;May 16, 2003
7.0;;Alien Shooter - Gold Pack;;;Mar 14, 2009
;;Alien Shooter 2: Conscription;;;Jul 3, 2010
7.0;;Alien Shooter 2: Reloaded;;;Mar 14, 2009
7.8;;Alien Shooter: Revisited;;;Apr 15, 2009
8.4;cdv Software;Alien Shooter: Vengeance;Action,General,General;67;Feb 16, 2007
;Oberon Media;Alien Sky;Miscellaneous,Puzzle,General;;Feb 24, 2005
;;Alien Soldier;;;Jan 26, 2011
6.7;Kalypso;Alien Spidy;Adventure,General,General;;Mar 20, 2013
;;Alien Spidy: Between a Rock and a Hard Place;;;Jul 25, 2013
;;Alien Spidy: Easy Breezy;;;Jul 25, 2013
;;Alien Stars;;;Nov 25, 2005
;;Alien Storm;;;Oct 26, 2010
8.3;;Alien Swarm;;77;Jul 19, 2010
7.6;Acclaim;Alien Trilogy;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter,Arcade;;Nov 30, 1996
8.5;;Alien Versus Predator Gold Edition;;;Mar 28, 2000
8.3;PomPom Games;Alien Zombie Megadeath;Action,General,General;;Oct 18, 2011
8.4;;Alien: Isolation;;81;Oct 6, 2014
;;Alien: Isolation - Corporate Lockdown;;;Oct 28, 2014
;;Alien: Isolation - Safe Haven;;;Jan 13, 2015
;Playlogic;Aliens in the Attic;ActionAdventure,Horror,Horror;;Aug 4, 2009
;;Aliens Mini Games;;;Oct 4, 2014
;;Aliens Online;;;Mar 31, 1998
8.5;Fox Interactive;Aliens Versus Predator;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;;Apr 30, 1999
8.7;Fox Interactive;Aliens Versus Predator 2;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;85;Oct 31, 2001
;;Aliens Versus Predator 2: Gold Edition;;;May 30, 2003
7.7;Sierra Entertainment;Aliens Versus Predator 2: Primal Hunt Expansion Pack;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;55;Aug 13, 2002
7.4;Sega;Aliens vs. Predator;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;68;Feb 16, 2010
3.4;Sega;Aliens: Colonial Marines;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;45;Feb 12, 2013
;Sega;Aliens: Colonial Marines - Bug Hunt;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;;Mar 19, 2013
;Sega;Aliens: Colonial Marines - Movie Map Pack;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;;Jun 11, 2013
;Sega;Aliens: Colonial Marines - Reconnaissance Pack;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;;May 7, 2013
6.0;Sega;Aliens: Colonial Marines - Stasis Interrupted;Action,Shooter,First-Person,Sci-Fi,Sci-Fi,Shooter;;Jul 23, 2013
;;All American: The 82nd Airborne at Normandy;;;Jun 30, 2003
2.5;;All Aspect Warfare;;;Aug 17, 2009
;;All Fall Down;;;Oct 16, 2015
;;All Guns On Deck;;;Aug 28, 2015
;;All Is Dust;;;Jun 26, 2015
;;All My Gods;;;Oct 13, 2015
5.7;Doublesix;All Zombies Must Die!;Action,General,General;58;Mar 12, 2012
;;All Zombies Must Die!: Scorepocalypse;;;Apr 19, 2012
;;All-Stars Dungeons And Diamonds;;;Oct 1, 2015
8.2;Microsoft Game Studios;Allegiance;Simulation,Sci-Fi,SmallSpaceship,SmallSpaceship;86;Mar 31, 2000
6.8;NHN USA Inc.;Alliance of Valiant Arms;Action,Shooter,First-Person,Modern;;Nov 11, 2009
;;Alliance of Valiant Arms: Lockdown;;;Oct 14, 2010
7.9;Strategy First;Alliance: Future Combat;Strategy,Real-Time,Sci-Fi,Sci-Fi;43;Sep 8, 2006
;SSI;Allied General;Strategy,Turn-Based,Wargame,Turn-Based;;Jan 31, 1996
6.0;Gala Networks;Allods Online;Role-Playing,MassivelyMultiplayerOnline,Sci-Fi;69;May 11, 2011
;;Allods Online: Lords of Destiny;;;Mar 12, 2013
;;ALLTYNEX Second;;;Dec 11, 2014
;;Almightree: The Last Dreamer;;;Sep 7, 2015
;;Alnory;;;Apr 29, 2015
5.7;Atari;Alone in the Dark;ActionAdventure,Horror,Horror;55;Jun 23, 2008
1.5;;Alone in the Dark: Illumination;;19;Jun 11, 2015
7.8;Infogrames;Alone in the Dark: The New Nightmare;ActionAdventure,Horror,Horror;66;Jun 25, 2001
7.2;Interplay;Alone in the Dark: The Trilogy 1+2+3;Miscellaneous,ActionAdventure,Horror,Compilation;72;Mar 31, 1997
;;Alone in the Park;;;Jul 16, 2013
;;Along Came A Spider;;;Mar 18, 2013
;;Alpaca Dungeon;;;Sep 27, 2014
;;ALPAGES : THE FIVE BOOKS;;;Oct 13, 2015
;;Alpha Ball;;;Jan 8, 2004
;Playlogic;Alpha Black Zero: Intrepid Protocol;Action,Shooter,Sci-Fi,Third-Person,Sci-Fi,Shooter;51;Sep 2, 2004
;;Alpha Kimori - Episode Two;;;May 17, 2012
5.3;;Alpha Kimori: Great Doubt - Episode One;;;Mar 24, 2011
4.8;Just A Game;Alpha Polaris;Adventure,General,General;52;Jun 24, 2011
6.1;;Alpha Prime;;59;Nov 8, 2007
7.5;Sega;Alpha Protocol;Role-Playing,Console-styleRPG,Console-styleRPG;72;Jun 1, 2010
;;Alpha Runner;;;Jul 20, 2015
;;Alpha Zylon;;;Jul 15, 2014
;;Alphadia Genesis;;;Jan 12, 2015
5.8;bitComposer Games;Alter Ego;ActionAdventure,Horror,Horror,Survival;59;Aug 3, 2010
6.8;;Alter World;;;May 29, 2015
;;Altered Beast;;;Jun 1, 2010
;;AlterEgo;;;Apr 8, 2012
;;AlterEgo: DreamWalker;;;Feb 20, 2013
6.2;;Alternativa;;63;Nov 5, 2010
;;Altis Gates;;;Feb 1, 2010
8.5;;Altitude;;79;Dec 4, 2009
8.0;;Alum;;;May 15, 2015
;Brash Entertainment;Alvin and the Chipmunks;Miscellaneous,Rhythm,Music,Music;;Dec 4, 2007
;;Always Remember Me;;;May 2, 2011
7.2;;Always Sometimes Monsters;;73;May 21, 2014
;;Always The Same Blue Sky...;;;May 21, 2015
;;AMA Superbike;;;Sep 30, 1999
;Viva Media, Viva Media, LLC;Amanda Rose: The Game of Time;Adventure,General,General;;Apr 27, 2011
;;Amazing Adventures Hidden Object Collection;;;Oct 1, 2010
;PopCap;Amazing Adventures: The Caribbean Secret;Miscellaneous,Puzzle,Matching,HiddenObject,Puzzle,Puzzle;;Nov 25, 2009
;;Amazing Adventures: The Forgotten Dynasty;;;Apr 6, 2011
;;Amazing Adventures: The Lost Tomb;;;Nov 21, 2007
;PopCap;Amazing Adventures:: Around the World;Miscellaneous,Puzzle,General,HiddenObject,Puzzle,Puzzle;;Sep 17, 2008
;;Amazing Frog?;;;Nov 21, 2014
;;Amazing Mazes and The Glorious 26;;;Apr 14, 2014
;;Amazing Paulsonothon;;;Apr 18, 2013
;;Amazing Princess Sarah;;;Aug 15, 2014
7.8;;Amazing World;;;Aug 7, 2014
;;Amazing Zombie Defense;;;Feb 10, 2011
5.8;Simon & Schuster;Amazons & Aliens;Strategy,General,General;48;Sep 30, 2000
;Graphic Simulations;Amber: Journeys Beyond;Adventure,General;;Nov 30, 1996
;;Ambre;;;Mar 16, 2015
;ValuSoft;Ambulance Driver;Driving,Racing,Arcade;;Mar 31, 2002
;;Ame no Marginal -Rain Marginal-;;;Jul 7, 2015
;Boolat Games;Amelie's Cafe;Miscellaneous,General,General,Puzzle,Puzzle;;Mar 11, 2009
7.7;Data Becker;America;Strategy,Real-Time,Historic,Historic;50;Jan 14, 2001
6.0;U.S. Army;America's Army;Action,Shooter,First-Person,Tactical,Modern;82;Aug 28, 2002
7.7;U.S. Army;America's Army 3;Action,Shooter,First-Person,Tactical,Modern,Shooter,Modern;70;Jun 17, 2009
7.6;;America's Army: Proving Grounds;;;Aug 29, 2013
8.4;U.S. Army;America's Army: Special Forces;Action,Shooter,First-Person,Tactical,Modern,Shooter,Modern;85;Nov 6, 2003
;;America's Army: Special Forces Overmatch;;;Oct 13, 2005
;;America: Expansion Pack;;;Nov 1, 2001
;;American Billiards;;;Feb 19, 2007
;Activision Value;American Chopper;Driving,Racing,Motorcycle,Street,Street;;Dec 22, 2004
;Interactive Magic;American Civil War: From Sumter to Appomatox;Strategy,General;;May 31, 1996
6.3;Global Star Software;American Civil War: Gettysburg;Strategy,Real-Time,Historic,Historic;;Apr 28, 2005
8.2;cdv Software;American Conquest;Strategy,Real-Time,Historic,Historic,Command;76;Feb 5, 2003
;;American Conquest Anthology;;;Feb 19, 2007
7.3;cdv Software;American Conquest: Divided Nation;Strategy,Real-Time,Historic,Historic,Command;53;Mar 27, 2006
7.6;cdv Software;American Conquest: Fight Back;Strategy,Real-Time,Historic,Historic,Command;66;Sep 29, 2003
;THQ;American Girl: Julie Saves the Eagles;Adventure,General,General;;Oct 15, 2007
;;American Girl: Kit Mystery Challenge!;;;Jun 23, 2008
;;American Girl: Mia Goes for Great;;;Feb 4, 2008
;Sillysoft;American History Lux;Strategy,Wargame,Turn-Based;;Apr 19, 2006
3.5;Codemasters;American Idol;Miscellaneous,Trivia/GameShow,Rhythm,Music;39;Nov 18, 2003
7.5;Aspyr;American McGee Presents Bad Day LA;ActionAdventure,Modern,Modern;28;Sep 6, 2006
8.2;Electronic Arts;American McGee's Alice;ActionAdventure,Horror,Horror,Survival;85;Dec 6, 2000
6.0;;American McGee's Grimm;;;Jul 31, 2008
;;American Mensa Academy;;;Jul 27, 2012
;Amju;Amju Super Cool Pool;Miscellaneous,Parlor,Billiards;;Oct 14, 2005
5.9;;Amnesia: A Machine for Pigs;;72;Sep 10, 2013
8.0;;Amnesia: Justine;;;Apr 12, 2011
;;Amnesia: Memories;;75;Aug 25, 2015
8.7;;Amnesia: The Dark Descent;;85;Feb 17, 2011
;;Amodo;;;Apr 11, 2014
;GT Interactive;Amok;Action,General,Third-Person,Shooter,Modern,Arcade;;Oct 31, 1996
;;Among Ripples;;;Jan 22, 2015
;;Among the Heavens;;;Mar 9, 2015
7.3;;Among the Sleep;;66;May 29, 2014
;;Amorous Professor Cherry;;;Jul 3, 2008
;;Amos From Outer Space;;;Oct 6, 2015
;;Amp, Watts & Circuit;;;Mar 6, 2012
;;Ampersand;;;Oct 19, 2015
8.0;;Amphora;;;Nov 12, 2014
;;Ampu-Tea;;;May 30, 2014
;;Amygdala;;;Jul 15, 2015
;;An Alien With a Magnet HD;;;Nov 27, 2013
;;An Apparently Normal Room;;;Mar 7, 2014
;;An Assassin in Orlandes;;;May 12, 2015
6.4;Bethesda Softworks;An Elder Scrolls Legend: Battlespire;Role-Playing,First-Person,First-Person,Western-Style;;Nov 30, 1997
;;An Imp? A Fiend!;;;Mar 16, 2015
;;An Occurrence at Owl Creek Bridge;;;Feb 14, 2014
;;An Octave Higher;;;Mar 27, 2015
4.6;Got Game Entertainment;Anacapri - The Dream;Adventure,General,General;39;Sep 12, 2007
8.4;Eidos Interactive;Anachronox;Role-Playing,Third-Person,Third-Person;77;Jun 25, 2001
7.9;;Analogue: A Hate Story;;62;Feb 1, 2012
;;Ananias Roguelike;;;May 25, 2015
7.7;Fun Com;Anarchy Online;Role-Playing,Sci-Fi,MassivelyMultiplayerOnline,Sci-Fi;72;Jun 26, 2001
7.3;Funcom;Anarchy Online: Alien Invasion;Role-Playing,Sci-Fi,MassivelyMultiplayerOnline,Sci-Fi;73;Aug 31, 2004
8.0;Funcom;Anarchy Online: Lost Eden;Role-Playing,Sci-Fi,MassivelyMultiplayerOnline,Sci-Fi;;Dec 14, 2006
8.7;Funcom;Anarchy Online: Shadowlands;Role-Playing,Sci-Fi,MassivelyMultiplayerOnline,Sci-Fi;85;Sep 8, 2003
8.5;Funcom;Anarchy Online: The Notum Wars;Role-Playing,MassivelyMultiplayerOnline,Sci-Fi;71;Nov 23, 2002
;;Anastronaut II: The Dark Side;;;Apr 6, 2014
;;Ancestory;;;Oct 13, 2015
;;Ancient Arena;;;Nov 26, 2013
;;Ancient Empires Lux;;;Dec 18, 2006
;;Ancient Planet;;;Feb 3, 2015
;;Ancient Quest of Saqqarah;;;Jul 22, 2008
7.4;;Ancient Space;;68;Sep 23, 2014
;Cerasus Media;Ancient Spirits - Columbus' Legacy;Adventure,General,General;;Dec 22, 2010
;;Ancient SuDoKu;;;Nov 27, 2005
;Layernet;Ancient Trader;Strategy,Turn-Based,General,Fantasy;;Jun 27, 2010
7.0;Eidos Interactive, Playlogic;Ancient Wars: Sparta;Strategy,Real-Time,Historic,Historic;59;Apr 24, 2007
;;Ancients of Fasaria: Celestias Angelica;;;Dec 29, 2014
;;Ancients of Fasaria: Chess Club;;;Jul 8, 2015
5.0;NinjaBee;Ancients of Ooga;Action,General,General;;Jun 30, 2010
;;Ancients of Ooga - The Forgotten Chapters;;;May 18, 2011
6.3;Broken Rules;And Yet It Moves;Action,Platformer,2D,Platformer,2D;75;Apr 2, 2009
;;Andoran Skye HD;;;Oct 21, 2014
4.0;;Andreas Seyfarth's Puerto Rico;;;Feb 16, 2006
;EA Sports;Andretti Racing;Driving,Racing,FormulaOne,Other,Arcade;;Nov 30, 1997
;Mindscape Inc.;Angel Devoid: Face of the Enemy;First-Person,Adventure,General,Sci-Fi,Sci-Fi;;Jan 31, 1996
5.9;;Angelica Weaver: Catch Me When You Can;;;Jan 7, 2013
;;Angels of Fasaria: The Battle for Dominion;;;Dec 9, 2014
;;Angle of Attack;;;Aug 17, 2009
;;Angry Arrows;;;Aug 12, 2015
7.1;Rovio Mobile;Angry Birds;Action,General,Miscellaneous,General,Puzzle;;Jan 4, 2011
;Rovio Mobile;Angry Birds Rio;Action,General,General;;Nov 25, 2011
6.5;Rovio Mobile;Angry Birds Space;Action,General,General;;Mar 22, 2012
3.5;ValuSoft;Angry Birds Star Wars;Strategy,General,General;;Nov 13, 2012
7.8;Rovio Mobile;Angry Birds: Seasons;Action,Miscellaneous,General,General,Puzzle;;Mar 2, 2012
7.4;;Angry Video Game Nerd Adventures;;77;Sep 20, 2013
;;Angry Wife;;;May 19, 2015
;;Angvik;;;Feb 24, 2014
;;Animal Agents;;;May 26, 2008
;;Animal Genius;;;Sep 25, 2007
;;Animal Gods;;53;Oct 12, 2015
;;Animal Shelter;;;Sep 24, 2009
;;Animamundi: Dark Alchemist;;;May 31, 2006
;;Animania 6 Pack;;;May 30, 2009
;;Animaniacs Game Pack;;;Dec 31, 1997
;Glimmer Games;Anime Bowling Babes;Sports,Alternative,Bowling;;Feb 1, 2005
7.5;Anino Entertainment;Anito: Defend a Land Enraged;Role-Playing,PC-styleRPG;63;Nov 22, 2003
8.0;bhv Software;Ankh;Adventure,General,General;74;Aug 31, 2006
;;Ankh 3: Battle of the Gods;;;Jun 16, 2009
5.3;Strategy First;Ankh: Heart of Osiris;Adventure,General;;Jun 16, 2009
;;Ankh: The Lost Treasures;;;Feb 5, 2010
;;ANKI;;;Aug 24, 2015
;;Anmynor Puzzles;;;Mar 20, 2014
5.1;;Anna;;55;Sep 21, 2012
7.1;;Anna's Quest;;75;Jul 2, 2015
;;Anna's Quest Vol. 1: Winfriede's Tower;;;Oct 28, 2012
6.2;;Anna: Extended Edition;;75;Feb 7, 2013
;;Annabel;;;Mar 11, 2009
;;Annex: Conquer The World;;;Oct 17, 2014
;;Annie's Millions Plus;;;Oct 30, 2009
6.9;Ubisoft;Anno 2070;Strategy,Real-Time,Sci-Fi,Sci-Fi,General;83;Nov 17, 2011
8.3;;Anno 2070: Deep Ocean Expansion;;;Oct 4, 2012
6.9;;Anno 2205;;79;Nov 3, 2015
3.8;;Anno Online;;;Jul 1, 2015
;;Anode;;;Oct 5, 2015
6.5;;Anodyne;;75;Mar 22, 2013
7.9;;Anomaly 2;;77;May 15, 2013
5.5;;Anomaly Defenders;;70;May 29, 2014
7.2;;Anomaly Korea;;;Nov 6, 2013
7.3;11 bit studios;Anomaly: Warzone Earth;Strategy,Real-Time,General,Sci-Fi,General;80;Apr 8, 2011
;;Anomaly: Warzone Earth - Mobile Campaign;;;Nov 6, 2013
;;Another Fairy Tale;;;May 22, 2014
;;Another Perspective;;;Aug 8, 2014
;;Another Star;;;Jul 28, 2015
8.2;;Another World: 20th Anniversary Edition;;;Dec 12, 2012
4.5;;Anoxemia;;;Jan 16, 2015
;;Ant Raid;;;Nov 6, 2012
;;Ant War: Domination;;;Oct 2, 2015
;;AntharioN;;;Jul 15, 2015
;;Anti-Opoly;;;Jul 15, 2015
8.2;;Antichamber;;82;Jan 31, 2013
;;Antipodes;;;Sep 9, 2012
;;Antipole;;;Jul 12, 2011
;;AntiSmash;;;Jun 7, 2014
;;AntiSquad;;;Feb 20, 2014
;Empire Interactive;Antz Extreme Racing;Driving,Racing,Arcade,Arcade,Kart,Automobile;;Aug 28, 2002
;Activision Value;Apache AH-64: Air Assault;Simulation,Flight,Helicopter;;Feb 12, 2003
7.0;Activision Value;Apache Longbow Assault;Simulation,Flight,Helicopter,Helicopter;73;Feb 5, 2004
7.5;Activision;Apache: Air Assault;Simulation,Flight,Helicopter,Helicopter;64;Nov 19, 2010
5.7;Electronic Arts;APB (All Points Bulletin);Role-Playing,MassivelyMultiplayerOnline,Modern,Modern;58;Jun 29, 2010
5.8;GamersFirst;APB: Reloaded;Role-Playing,MassivelyMultiplayerOnline,Modern,Modern,MassivelyMultiplayer;56;Dec 6, 2011
6.8;;Aperture Tag: The Paint Gun Testing Initiative;;;Jul 15, 2014
;;Apocalypse Scavenger;;;Aug 16, 2014
3.9;Konami;Apocalyptica;Action,Shooter,Sci-Fi,Third-Person,Sci-Fi,Shooter;34;Apr 9, 2004
;Project Two Interactive;Apollo 18;Simulation,Sci-Fi,SmallSpaceship;;Mar 31, 1999
;;Apollo4x;;;May 5, 2015
;;Apophis Rising;;;Nov 11, 2014
